review_group,supplier_code,source_page,normalized_material_code,description,unit,unit_price,currency,product_family,rated_current,breaking_capacity,pole,source_evidence_text,provenance,review_question,suggested_review_action,human_decision,human_note
CHINT_PAGE_LIMITATION,CHINT,5,F5-D2,Rơ le nhiệt Chint F5-D2 3P off-delay:0.1~,cái,480000,VND,Rơ le nhiệt Chint,off-delay:0.1~,,3P,"off-delay: 0.1 ~ 30s F5-D2 480,000","Source PDF: Bảng giá Chint 1-3-2023 ck 50.pdf, Page: 5, Layout: chint_thermal_relay_nxr, Method: coordinate_column_profiler",Kiểm tra xem dòng bóc tách thiết bị rơ le hoặc MCCB đã đúng thông số chưa?,Đối chiếu với bản cứng PDF Trang 5,PENDING,
ABB_LARGE_PRICE,ABB,18,1SDA068065R1,MCCB/ACB Tmax/Emax XT3N 4P 200A 36KA,cái,11236800,VND,MCCB/ACB Tmax/Emax,200,36KA,4P,"XT3N 200 1SDA068058R1 8,642,400 1SDA068065R1 11,236,800","Source PDF: original.pdf, Page: 18, Layout: double_column_3p_4p, Method: coordinate_column_profiler",Kiểm tra xem giá trị tiền hàng tỷ lệ lớn của ACB Emax2 có chính xác?,Xác minh đơn vị tiền tệ và số chữ số không.,PENDING,
ABB_LARGE_PRICE,ABB,18,1SDA068066R1,MCCB/ACB Tmax/Emax XT3N 4P 250A 36KA,cái,12177600,VND,MCCB/ACB Tmax/Emax,250,36KA,4P,"250 1SDA068059R1 9,364,800 1SDA068066R1 12,177,600","Source PDF: original.pdf, Page: 18, Layout: double_column_3p_4p, Method: coordinate_column_profiler",Kiểm tra xem giá trị tiền hàng tỷ lệ lớn của ACB Emax2 có chính xác?,Xác minh đơn vị tiền tệ và số chữ số không.,PENDING,
ABB_LARGE_PRICE,ABB,18,1SDA054117R1,MCCB/ACB Tmax/Emax T4N 3P 320A 36KA,cái,16564800,VND,MCCB/ACB Tmax/Emax,320,36KA,3P,"T4N 320 1SDA054117R1 16,564,800 1SDA054121R1 23,188,800","Source PDF: original.pdf, Page: 18, Layout: double_column_3p_4p, Method: coordinate_column_profiler",Kiểm tra xem giá trị tiền hàng tỷ lệ lớn của ACB Emax2 có chính xác?,Xác minh đơn vị tiền tệ và số chữ số không.,PENDING,
ABB_LARGE_PRICE,ABB,18,1SDA054121R1,MCCB/ACB Tmax/Emax T4N 4P 320A 36KA,cái,23188800,VND,MCCB/ACB Tmax/Emax,320,36KA,4P,"T4N 320 1SDA054117R1 16,564,800 1SDA054121R1 23,188,800","Source PDF: original.pdf, Page: 18, Layout: double_column_3p_4p, Method: coordinate_column_profiler",Kiểm tra xem giá trị tiền hàng tỷ lệ lớn của ACB Emax2 có chính xác?,Xác minh đơn vị tiền tệ và số chữ số không.,PENDING,
ABB_LARGE_PRICE,ABB,18,1SDA054317R1,MCCB/ACB Tmax/Emax T5N 3P 400A 36KA,cái,17500800,VND,MCCB/ACB Tmax/Emax,400,36KA,3P,"T5N 400 1SDA054317R1 17,500,800 1SDA054325R1 22,752,000","Source PDF: original.pdf, Page: 18, Layout: double_column_3p_4p, Method: coordinate_column_profiler",Kiểm tra xem giá trị tiền hàng tỷ lệ lớn của ACB Emax2 có chính xác?,Xác minh đơn vị tiền tệ và số chữ số không.,PENDING,
ABB_LARGE_PRICE,ABB,18,1SDA054325R1,MCCB/ACB Tmax/Emax T5N 4P 400A 36KA,cái,22752000,VND,MCCB/ACB Tmax/Emax,400,36KA,4P,"T5N 400 1SDA054317R1 17,500,800 1SDA054325R1 22,752,000","Source PDF: original.pdf, Page: 18, Layout: double_column_3p_4p, Method: coordinate_column_profiler",Kiểm tra xem giá trị tiền hàng tỷ lệ lớn của ACB Emax2 có chính xác?,Xác minh đơn vị tiền tệ và số chữ số không.,PENDING,
ABB_LARGE_PRICE,ABB,18,1SDA054396R1,MCCB/ACB Tmax/Emax T5N 3P 630A 36KA,cái,28274400,VND,MCCB/ACB Tmax/Emax,630,36KA,3P,"630 1SDA054396R1 28,274,400 1SDA054400R1 36,756,000","Source PDF: original.pdf, Page: 18, Layout: double_column_3p_4p, Method: coordinate_column_profiler",Kiểm tra xem giá trị tiền hàng tỷ lệ lớn của ACB Emax2 có chính xác?,Xác minh đơn vị tiền tệ và số chữ số không.,PENDING,
ABB_LARGE_PRICE,ABB,18,1SDA054400R1,MCCB/ACB Tmax/Emax T5N 4P 630A 36KA,cái,36756000,VND,MCCB/ACB Tmax/Emax,630,36KA,4P,"630 1SDA054396R1 28,274,400 1SDA054400R1 36,756,000","Source PDF: original.pdf, Page: 18, Layout: double_column_3p_4p, Method: coordinate_column_profiler",Kiểm tra xem giá trị tiền hàng tỷ lệ lớn của ACB Emax2 có chính xác?,Xác minh đơn vị tiền tệ và số chữ số không.,PENDING,
ABB_LARGE_PRICE,ABB,19,1SDA067580R1,MCCB/ACB Tmax/Emax XT2S 4P 125A 50KA,cái,12540000,VND,MCCB/ACB Tmax/Emax,125,50KA,4P,"125 1SDA067559R1 9,648,000 1SDA067580R1 12,540,000","Source PDF: original.pdf, Page: 19, Layout: double_column_3p_4p, Method: coordinate_column_profiler",Kiểm tra xem giá trị tiền hàng tỷ lệ lớn của ACB Emax2 có chính xác?,Xác minh đơn vị tiền tệ và số chữ số không.,PENDING,
ABB_LARGE_PRICE,ABB,19,1SDA067560R1,MCCB/ACB Tmax/Emax XT2S 3P 160A 50KA,cái,12240000,VND,MCCB/ACB Tmax/Emax,160,50KA,3P,"160 1SDA067560R1 12,240,000 1SDA067581R1 15,909,600","Source PDF: original.pdf, Page: 19, Layout: double_column_3p_4p, Method: coordinate_column_profiler",Kiểm tra xem giá trị tiền hàng tỷ lệ lớn của ACB Emax2 có chính xác?,Xác minh đơn vị tiền tệ và số chữ số không.,PENDING,
LS_REGRESSION_PROTECTION,LS,1,ABN104C,"MCCB/ELCB/Contactor LS ABN104c In=15,20,30,40,50,60,75,100A Icu=22",cái,1850000,VND,MCCB/ELCB/Contactor LS,"15,20,30,40,50,60,75,100A",22,3P,"ABN104c 15,20,30,40,50,60,75,100A 22 1,850,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 1, Layout: split_half_left_right, Method: coordinate_column_profiler",Kiểm tra xem đơn giá của thiết bị chính có bị dính ampere list hay không?,Xác nhận đơn giá đúng baseline.,PENDING,
LS_REGRESSION_PROTECTION,LS,1,ABS203C,"MCCB LS ABS203c In=125,150,175,200,225,250A Icu=42",cái,3350000,VND,MCCB LS,"125,150,175,200,225,250A",42,4P,"ABS203c 125,150,175,200,225,250A 42 3,350,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 1, Layout: split_half_left_right, Method: coordinate_column_profiler",Kiểm tra xem đơn giá của thiết bị chính có bị dính ampere list hay không?,Xác nhận đơn giá đúng baseline.,PENDING,
LS_REGRESSION_PROTECTION,LS,5,AS-25E3-25H,MCCB/ELCB/Contactor LS AS-25E3-25H AH6 In=2500A 85,cái,135000000,VND,MCCB/ELCB/Contactor LS,2500A 85,,3P,"AS-25E3-25H AH6 2500A 85 135,000,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 5, Layout: split_half_left_right, Method: coordinate_column_profiler",Kiểm tra xem đơn giá của thiết bị chính có bị dính ampere list hay không?,Xác nhận đơn giá đúng baseline.,PENDING,
LS_REGRESSION_PROTECTION,LS,5,AS-25E3-25H,MCCB/ELCB/Contactor LS AS-25E3-25H NH5 without In=ACC 2500A 85,cái,118000000,VND,MCCB/ELCB/Contactor LS,ACC 2500A 85,,3P,"AS-25E3-25H NH5 without ACC 2500A 85 118,000,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 5, Layout: split_half_left_right, Method: coordinate_column_profiler",Kiểm tra xem đơn giá của thiết bị chính có bị dính ampere list hay không?,Xác nhận đơn giá đúng baseline.,PENDING,
LS_REGRESSION_PROTECTION,LS,5,AS-63G3-63H,MCCB/ELCB/Contactor LS AS-63G3-63H AH6 In=6300A 120,cái,460000000,VND,MCCB/ELCB/Contactor LS,6300A 120,,3P,"AS-63G3-63H AH6 6300A 120 460,000,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 5, Layout: split_half_left_right, Method: coordinate_column_profiler",Kiểm tra xem đơn giá của thiết bị chính có bị dính ampere list hay không?,Xác nhận đơn giá đúng baseline.,PENDING,
LS_REGRESSION_PROTECTION,LS,5,AS-63G3-63H,MCCB/ELCB/Contactor LS AS-63G3-63H NH5 without In=ACC 6300A 120,cái,438000000,VND,MCCB/ELCB/Contactor LS,ACC 6300A 120,,3P,"AS-63G3-63H NH5 without ACC 6300A 120 438,000,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 5, Layout: split_half_left_right, Method: coordinate_column_profiler",Kiểm tra xem đơn giá của thiết bị chính có bị dính ampere list hay không?,Xác nhận đơn giá đúng baseline.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,ABB,41,OHB274J12,Switch-disconnector OT OHB274J12 Ith=OT1000…1250_P In=OXP12X280,cái,1250,VND,Switch-disconnector OT,OXP12X280,,3P,OT1000…1250_P OXP12X280 OHB274J12 M12x50,"Source PDF: original.pdf, Page: 41, Layout: four_columns_ot_page41, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,ABB,41,OHB274J12,Switch-disconnector OT OHB274J12 Ith=OT1600_P In=OXP12X280,cái,1260,VND,Switch-disconnector OT,OXP12X280,,3P,OT1600_P OXP12X280 OHB274J12 M12X60,"Source PDF: original.pdf, Page: 41, Layout: four_columns_ot_page41, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,ABB,41,OT160G03P,Switch-disconnector OT OT160G03P Ith=160 In=160/160,cái,5292000,VND,Switch-disconnector OT,160/160,,3P,"160 160/160 OT160G03P 5,292,000","Source PDF: original.pdf, Page: 41, Layout: four_columns_ot_page41, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,ABB,41,OT160G03P,Switch-disconnector OT OT160G03P Ith=1000 In=1000/1000,cái,43432800,VND,Switch-disconnector OT,1000/1000,,3P,"1000 1000/1000 OT160G03P 43,432,800","Source PDF: original.pdf, Page: 41, Layout: four_columns_ot_page41, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,4,2NO2NC,Contactor LS MR-4 (2NO+2NC) In=4 Poles AC,cái,630000,VND,Contactor LS,4 Poles AC,,3P,"MR-4 (2NO+2NC) 4 Poles AC 630,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 4, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,4,2NO2NC,Contactor LS MR-4 (2NO+2NC) In=4 Poles DC,cái,710000,VND,Contactor LS,4 Poles DC,,3P,"MR-4 (2NO+2NC) 4 Poles DC 710,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 4, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,4,3NO3NC,Contactor LS MR-6 (3NO+3NC) In=6 Poles AC,cái,750000,VND,Contactor LS,6 Poles AC,,3P,"MR-6 (3NO+3NC) 6 Poles AC 750,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 4, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,4,3NO3NC,Contactor LS MR-6 (3NO+3NC) In=6 Poles DC,cái,830000,VND,Contactor LS,6 Poles DC,,3P,"MR-6 (3NO+3NC) 6 Poles DC 830,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 4, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,4,4NO4NC,Contactor LS MR-8 (4NO+4NC) In=8 Poles AC,cái,850000,VND,Contactor LS,8 Poles AC,,3P,"MR-8 (4NO+4NC) 8 Poles AC 850,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 4, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,4,4NO4NC,Contactor LS MR-8 (4NO+4NC) In=8 Poles DC,cái,970000,VND,Contactor LS,8 Poles DC,,3P,"MR-8 (4NO+4NC) 8 Poles DC 970,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 4, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,1,ABN803C,MCCB LS ABN803c In=500-630A Icu=45,cái,13700000,VND,MCCB LS,500-630A,45,4P,"ABN803c 500-630A 45 13,700,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 1, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,1,ABN803C,MCCB LS ABN803c In=700-800A Icu=45,cái,15500000,VND,MCCB LS,700-800A,45,4P,"ABN803c 700-800A 45 15,500,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 1, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,1,ABN804C,MCCB/ELCB/Contactor LS ABN804c In=500-630A Icu=45,cái,15500000,VND,MCCB/ELCB/Contactor LS,500-630A,45,3P,"ABN804c 500-630A 45 15,500,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 1, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,1,ABN804C,MCCB/ELCB/Contactor LS ABN804c In=700-800A Icu=45,cái,18100000,VND,MCCB/ELCB/Contactor LS,700-800A,45,3P,"ABN804c 700-800A 45 18,100,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 1, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,1,ABS103C,"MCCB LS ABS103c In=15,20,30,40,50,60,75,100,125A Icu=42",cái,2050000,VND,MCCB LS,"15,20,30,40,50,60,75,100,125A",42,4P,"ABS103c 15,20,30,40,50,60,75,100,125A 42 2,050,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 1, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
DUPLICATE_CODE_DIFFERENT_PRICE,LS,1,ABS104C,"MCCB/ELCB/Contactor LS ABS104c In=20,30,40,50,60,75,100,125A Icu=42",cái,2350000,VND,MCCB/ELCB/Contactor LS,"20,30,40,50,60,75,100,125A",42,3P,"ABS104c 20,30,40,50,60,75,100,125A 42 2,350,000","Source PDF: Bang gia LS ap dung ngay 15-04-2026.pdf, Page: 1, Layout: split_half_left_right, Method: coordinate_column_profiler",Mã hàng trùng nhưng có nhiều giá khác nhau. Xác minh xem đây là phụ kiện khác loại hay do phân trang?,So sánh description và evidence của các dòng trùng.,PENDING,
ABB_NORMAL_PRICE,ABB,52,1SAM250000R1001,Motor Starter MS116/132 50MS116 0.10...0.16A,cái,964900,VND,Motor Starter MS116/132,0.10...0.16,,3P,"0.10...0.16 50 MS116 - 0.16 1SAM250000R1001 964,900 Mặt 1 NO + 1 NC HKF1-11 1SAM201901R1001 258,500","Source PDF: original.pdf, Page: 52, Layout: split_half_left_right, Method: coordinate_column_profiler",Kiểm tra dòng bóc tách thông thường của ABB.,Xác minh mô tả thiết bị.,PENDING,
ABB_NORMAL_PRICE,ABB,52,1SAM201901R1001,Phụ kiện Motor Starter MS116/132 1NCHKF1-11 Mặt1NO,cái,258500,VND,Phụ kiện Motor Starter MS116/132,,,,"0.10...0.16 50 MS116 - 0.16 1SAM250000R1001 964,900 Mặt 1 NO + 1 NC HKF1-11 1SAM201901R1001 258,500","Source PDF: original.pdf, Page: 52, Layout: split_half_left_right, Method: coordinate_column_profiler",Kiểm tra dòng bóc tách thông thường của ABB.,Xác minh mô tả thiết bị.,PENDING,
ABB_NORMAL_PRICE,ABB,52,1SAM250000R1002,Motor Starter MS116/132 50MS116 0.16...0.25A,cái,964900,VND,Motor Starter MS116/132,0.16...0.25,,3P,"0.16...0.25 50 MS116 - 0.25 1SAM250000R1002 964,900 trước 1 NO + 1 NC HKF1-10 1SAM201901R1003 179,700","Source PDF: original.pdf, Page: 52, Layout: split_half_left_right, Method: coordinate_column_profiler",Kiểm tra dòng bóc tách thông thường của ABB.,Xác minh mô tả thiết bị.,PENDING,
