review_item_key,supplier_code,source_page,normalized_material_code,unit_price,decision,block_reason,human_note
ABB_P20_1SDA062930R1_70180800,ABB,20,1SDA062930R1,70180800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063058R1_100860000,ABB,20,1SDA063058R1,100860000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA061981R1_47556000,ABB,20,1SDA061981R1,47556000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA061989R1_61824000,ABB,20,1SDA061989R1,61824000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062754R1_48093600,ABB,20,1SDA062754R1,48093600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062762R1_62520000,ABB,20,1SDA062762R1,62520000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062882R1_53793600,ABB,20,1SDA062882R1,53793600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062890R1_69931200,ABB,20,1SDA062890R1,69931200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063010R1_77812800,ABB,20,1SDA063010R1,77812800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063018R1_101160000,ABB,20,1SDA063018R1,101160000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062658R1_54374400,ABB,20,1SDA062658R1,54374400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062666R1_70689600,ABB,20,1SDA062666R1,70689600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062786R1_54991200,ABB,20,1SDA062786R1,54991200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062794R1_71486400,ABB,20,1SDA062794R1,71486400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062914R1_60492000,ABB,20,1SDA062914R1,60492000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062922R1_78636000,ABB,20,1SDA062922R1,78636000,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063042R1_90292800,ABB,20,1SDA063042R1,90292800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063050R1_117381600,ABB,20,1SDA063050R1,117381600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062690R1_66388800,ABB,20,1SDA062690R1,66388800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062698R1_86308800,ABB,20,1SDA062698R1,86308800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062818R1_67137600,ABB,20,1SDA062818R1,67137600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062826R1_87283200,ABB,20,1SDA062826R1,87283200,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062946R1_72285600,ABB,20,1SDA062946R1,72285600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062954R1_93974400,ABB,20,1SDA062954R1,93974400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063074R1_103886400,ABB,20,1SDA063074R1,103886400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA063082R1_135052800,ABB,20,1SDA063082R1,135052800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062722R1_70900800,ABB,20,1SDA062722R1,70900800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062730R1_92174400,ABB,20,1SDA062730R1,92174400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062850R1_71702400,ABB,20,1SDA062850R1,71702400,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062858R1_93213600,ABB,20,1SDA062858R1,93213600,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062978R1_79516800,ABB,20,1SDA062978R1,79516800,UNREVIEWED,missing_human_approval,
ABB_P20_1SDA062986R1_103368000,ABB,20,1SDA062986R1,103368000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070701R1_110582400,ABB,32,1SDA070701R1,110582400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071331R1_136567200,ABB,32,1SDA071331R1,136567200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070741R1_114002400,ABB,32,1SDA070741R1,114002400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071371R1_140793600,ABB,32,1SDA071371R1,140793600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070781R1_115692000,ABB,32,1SDA070781R1,115692000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071411R1_142879200,ABB,32,1SDA071411R1,142879200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070821R1_112759200,ABB,32,1SDA070821R1,112759200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071451R1_139257600,ABB,32,1SDA071451R1,139257600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070861R1_112684800,ABB,32,1SDA070861R1,112684800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071491R1_139166400,ABB,32,1SDA071491R1,139166400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071021R1_166312800,ABB,32,1SDA071021R1,166312800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071651R1_205394400,ABB,32,1SDA071651R1,205394400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070711R1_117216000,ABB,32,1SDA070711R1,117216000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071341R1_144760800,ABB,32,1SDA071341R1,144760800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070751R1_120842400,ABB,32,1SDA070751R1,120842400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071381R1_149241600,ABB,32,1SDA071381R1,149241600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070791R1_122632800,ABB,32,1SDA070791R1,122632800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071421R1_151452000,ABB,32,1SDA071421R1,151452000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070831R1_119524800,ABB,32,1SDA070831R1,119524800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071461R1_147614400,ABB,32,1SDA071461R1,147614400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070871R1_119448000,ABB,32,1SDA070871R1,119448000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071501R1_147518400,ABB,32,1SDA071501R1,147518400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070691R1_124905600,ABB,32,1SDA070691R1,124905600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071321R1_154260000,ABB,32,1SDA071321R1,154260000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070721R1_130111200,ABB,32,1SDA070721R1,130111200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071351R1_160687200,ABB,32,1SDA071351R1,160687200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070761R1_134136000,ABB,32,1SDA070761R1,134136000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071391R1_165657600,ABB,32,1SDA071391R1,165657600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070801R1_136123200,ABB,32,1SDA070801R1,136123200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071431R1_168112800,ABB,32,1SDA071431R1,168112800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070841R1_132672000,ABB,32,1SDA070841R1,132672000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071471R1_163850400,ABB,32,1SDA071471R1,163850400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070881R1_132585600,ABB,32,1SDA070881R1,132585600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071511R1_163747200,ABB,32,1SDA071511R1,163747200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071031R1_213223200,ABB,32,1SDA071031R1,213223200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071661R1_263330400,ABB,32,1SDA071661R1,263330400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071061R1_232411200,ABB,32,1SDA071061R1,232411200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071691R1_287028000,ABB,32,1SDA071691R1,287028000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071141R1_246818400,ABB,32,1SDA071141R1,246818400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071771R1_304819200,ABB,32,1SDA071771R1,304819200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071191R1_338140800,ABB,32,1SDA071191R1,338140800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071821R1_417602400,ABB,32,1SDA071821R1,417602400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA073628R1_154116000,ABB,32,1SDA073628R1,154116000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA073638R1_190334400,ABB,32,1SDA073638R1,190334400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070901R1_158884800,ABB,32,1SDA070901R1,158884800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071531R1_196221600,ABB,32,1SDA071531R1,196221600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070931R1_166826400,ABB,32,1SDA070931R1,166826400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071561R1_206032800,ABB,32,1SDA071561R1,206032800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070961R1_168163200,ABB,32,1SDA070961R1,168163200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071591R1_207681600,ABB,32,1SDA071591R1,207681600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071001R1_191832000,ABB,32,1SDA071001R1,191832000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071631R1_236913600,ABB,32,1SDA071631R1,236913600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071041R1_224443200,ABB,32,1SDA071041R1,224443200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071671R1_277190400,ABB,32,1SDA071671R1,277190400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071071R1_244644000,ABB,32,1SDA071071R1,244644000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071701R1_302136000,ABB,32,1SDA071701R1,302136000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071151R1_288777600,ABB,32,1SDA071151R1,288777600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071781R1_356640000,ABB,32,1SDA071781R1,356640000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071201R1_395623200,ABB,32,1SDA071201R1,395623200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071831R1_488596800,ABB,32,1SDA071831R1,488596800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070911R1_186921600,ABB,32,1SDA070911R1,186921600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071541R1_230848800,ABB,32,1SDA071541R1,230848800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070941R1_196272000,ABB,32,1SDA070941R1,196272000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071571R1_242392800,ABB,32,1SDA071571R1,242392800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA070971R1_197839200,ABB,32,1SDA070971R1,197839200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071601R1_244329600,ABB,32,1SDA071601R1,244329600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071011R1_225686400,ABB,32,1SDA071011R1,225686400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071641R1_278721600,ABB,32,1SDA071641R1,278721600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071051R1_264052800,ABB,32,1SDA071051R1,264052800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071681R1_326104800,ABB,32,1SDA071681R1,326104800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071081R1_287815200,ABB,32,1SDA071081R1,287815200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071711R1_355454400,ABB,32,1SDA071711R1,355454400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071161R1_343644000,ABB,32,1SDA071161R1,343644000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071791R1_424401600,ABB,32,1SDA071791R1,424401600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071211R1_470793600,ABB,32,1SDA071211R1,470793600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071841R1_581428800,ABB,32,1SDA071841R1,581428800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071261R1_767222400,ABB,32,1SDA071261R1,767222400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071891R1_947520000,ABB,32,1SDA071891R1,947520000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071291R1_981756000,ABB,32,1SDA071291R1,981756000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071921R1_1212468000,ABB,32,1SDA071921R1,1212468000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071101R1_302040000,ABB,32,1SDA071101R1,302040000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071731R1_373020000,ABB,32,1SDA071731R1,373020000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071121R1_317140800,ABB,32,1SDA071121R1,317140800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071751R1_391672800,ABB,32,1SDA071751R1,391672800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071171R1_427838400,ABB,32,1SDA071171R1,427838400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071801R1_528379200,ABB,32,1SDA071801R1,528379200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071241R1_781416000,ABB,32,1SDA071241R1,781416000,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071871R1_965049600,ABB,32,1SDA071871R1,965049600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071271R1_805581600,ABB,32,1SDA071271R1,805581600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071901R1_994893600,ABB,32,1SDA071901R1,994893600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071301R1_1030845600,ABB,32,1SDA071301R1,1030845600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071931R1_1273094400,ABB,32,1SDA071931R1,1273094400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071251R1_929884800,ABB,32,1SDA071251R1,929884800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071881R1_1148407200,ABB,32,1SDA071881R1,1148407200,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071281R1_958641600,ABB,32,1SDA071281R1,958641600,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071911R1_1183922400,ABB,32,1SDA071911R1,1183922400,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071311R1_1226704800,ABB,32,1SDA071311R1,1226704800,UNREVIEWED,missing_human_approval,
ABB_P32_1SDA071941R1_1514980800,ABB,32,1SDA071941R1,1514980800,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072051R1_120532800,ABB,33,1SDA072051R1,120532800,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072091R1_124262400,ABB,33,1SDA072091R1,124262400,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072131R1_126103200,ABB,33,1SDA072131R1,126103200,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072171R1_122908800,ABB,33,1SDA072171R1,122908800,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072211R1_122827200,ABB,33,1SDA072211R1,122827200,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072371R1_182112000,ABB,33,1SDA072371R1,182112000,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072061R1_127766400,ABB,33,1SDA072061R1,127766400,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072101R1_131719200,ABB,33,1SDA072101R1,131719200,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072141R1_133668000,ABB,33,1SDA072141R1,133668000,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072181R1_130281600,ABB,33,1SDA072181R1,130281600,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072221R1_130197600,ABB,33,1SDA072221R1,130197600,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072041R1_136147200,ABB,33,1SDA072041R1,136147200,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072071R1_141820800,ABB,33,1SDA072071R1,141820800,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072111R1_146208000,ABB,33,1SDA072111R1,146208000,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072151R1_148372800,ABB,33,1SDA072151R1,148372800,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072191R1_144612000,ABB,33,1SDA072191R1,144612000,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072231R1_144520800,ABB,33,1SDA072231R1,144520800,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072381R1_233476800,ABB,33,1SDA072381R1,233476800,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072411R1_254491200,ABB,33,1SDA072411R1,254491200,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072491R1_270511200,ABB,33,1SDA072491R1,270511200,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072541R1_370600800,ABB,33,1SDA072541R1,370600800,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA073648R1_168758400,ABB,33,1SDA073648R1,168758400,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072251R1_173978400,ABB,33,1SDA072251R1,173978400,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072281R1_182676000,ABB,33,1SDA072281R1,182676000,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072311R1_184140000,ABB,33,1SDA072311R1,184140000,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072351R1_210055200,ABB,33,1SDA072351R1,210055200,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072391R1_245767200,ABB,33,1SDA072391R1,245767200,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072421R1_267885600,ABB,33,1SDA072421R1,267885600,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072501R1_316497600,ABB,33,1SDA072501R1,316497600,UNREVIEWED,missing_human_approval,
ABB_P33_1SDA072551R1_433603200,ABB,33,1SDA072551R1,433603200,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072261R1_204681600,ABB,34,1SDA072261R1,204681600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072891R1_252780000,ABB,34,1SDA072891R1,252780000,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072291R1_214912800,ABB,34,1SDA072291R1,214912800,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072921R1_265418400,ABB,34,1SDA072921R1,265418400,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072321R1_216633600,ABB,34,1SDA072321R1,216633600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072951R1_267542400,ABB,34,1SDA072951R1,267542400,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072361R1_247125600,ABB,34,1SDA072361R1,247125600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072991R1_305200800,ABB,34,1SDA072991R1,305200800,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072401R1_289135200,ABB,34,1SDA072401R1,289135200,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073031R1_357084000,ABB,34,1SDA073031R1,357084000,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072431R1_315160800,ABB,34,1SDA072431R1,315160800,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073061R1_389222400,ABB,34,1SDA073061R1,389222400,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072511R1_376634400,ABB,34,1SDA072511R1,376634400,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073141R1_465144000,ABB,34,1SDA073141R1,465144000,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072561R1_515990400,ABB,34,1SDA072561R1,515990400,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073191R1_637245600,ABB,34,1SDA073191R1,637245600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072611R1_843943200,ABB,34,1SDA072611R1,843943200,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073241R1_1042272000,ABB,34,1SDA073241R1,1042272000,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072641R1_1079932800,ABB,34,1SDA072641R1,1079932800,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073271R1_1333716000,ABB,34,1SDA073271R1,1333716000,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072451R1_331036800,ABB,34,1SDA072451R1,331036800,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073081R1_408830400,ABB,34,1SDA073081R1,408830400,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072471R1_347589600,ABB,34,1SDA072471R1,347589600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073101R1_429273600,ABB,34,1SDA073101R1,429273600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072521R1_468909600,ABB,34,1SDA072521R1,468909600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073151R1_579103200,ABB,34,1SDA073151R1,579103200,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072591R1_859557600,ABB,34,1SDA072591R1,859557600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073221R1_1061553600,ABB,34,1SDA073221R1,1061553600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072621R1_886140000,ABB,34,1SDA072621R1,886140000,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073251R1_1094383200,ABB,34,1SDA073251R1,1094383200,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072651R1_1133928000,ABB,34,1SDA072651R1,1133928000,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073281R1_1400404800,ABB,34,1SDA073281R1,1400404800,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072601R1_1013575200,ABB,34,1SDA072601R1,1013575200,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073231R1_1251765600,ABB,34,1SDA073231R1,1251765600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072631R1_1044919200,ABB,34,1SDA072631R1,1044919200,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073261R1_1290475200,ABB,34,1SDA073261R1,1290475200,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA072661R1_1337109600,ABB,34,1SDA072661R1,1337109600,UNREVIEWED,missing_human_approval,
ABB_P34_1SDA073291R1_1651332000,ABB,34,1SDA073291R1,1651332000,UNREVIEWED,missing_human_approval,
ABB_P21_1SDA067048R1_8332800,ABB,21,1SDA067048R1,8332800,UNREVIEWED,missing_human_approval,
ABB_P21_1SDA067764R1_8666400,ABB,21,1SDA067764R1,8666400,UNREVIEWED,missing_human_approval,
